@id	@lon	@lat	name	website
1000000130738011	15.4221407	47.0840660	Zum Kerzenschein	
1000000130856095	15.4738940	47.0567655	Wang	
1000000130856129	15.4713010	47.0576087	Cafe Mitterbauer	
1000000133531976	15.4442399	47.0739657	Parkhouse	
1000000133532712	15.4557349	47.0923523	Restaurant Baumgartner zum Kaltenbrunn	
1000000134532595	15.4691511	47.0226270	Wasserpalast	
1000000134532769	15.4678286	47.0218251	Pizzeria Forno Antico	http://www.fornoantico.at
1000000138444277	15.4935350	47.0539302	Bergwirt	
1000000138444408	15.4865310	47.0452788	Zur Schmied`n	http://www.schmiedn.at
1000000143909082	15.4760394	47.0526078	Konfuzius	www.konfuzius.at
1000000144777647	15.4299755	47.0326751	bur	
1000000145288265	15.4040658	47.0961331	Zum Stern	http://www.zum-stern.at
1000000145802721	15.3949671	47.0738086	Cafe Pavillon	
1000000154776962	15.4227507	47.0865013	Don Alfredo	www.don-alfredo.at
1000000155188264	15.3740885	47.0551462	Gasthaus Dorrer	
1000000157865617	15.4394845	47.0970769	Kreuzwirt	http://www.kreuzwirt.temmel.at.tf/
1000000159151959	15.4293053	47.0768760	Zum Platzhirsch	
1000000160379083	15.4343755	47.0288648	La Fleur	
1000000160609994	15.4217745	47.0501007	Szetschuan	
1000000161148734	15.4021169	47.0637486	Happy Burger	http://www.happyburgergraz.at/
1000000161333727	15.4088832	47.0825474	Cafe Polanz	
1000000163072599	15.3742805	47.0567474	Hu Nan	
1000000165753922	15.3848665	47.0470001	Mostschänke Grießner	http://www.wellnett.at/branchen/buschenschank/Steiermark/Graz(Stadt)/6654/Mostsch%E4nke+Grie
1000000167052700	15.4217164	47.1170875	Cafe Romana	www.cafe-romana.at
1000000169142910	15.4104240	47.0907851	Langensiepen Stüberl	http://www.langensiepenstueberl.at/
1000000172968719	15.4438637	47.0204615	Rudersdorfer Stüberl	
1000000173094886	15.4210691	47.0737869	Mexikanische Restaurant	
1000000173346312	15.4623009	47.0939000	Wiener Wirt	
1000000175244926	15.4428306	47.0680997	Opern Pavillon	
1000000176701374	15.4348101	47.0492843	818 WANG	
1000000177520541	15.5110218	47.1013767	Stifting Stübl	
1000000178028247	15.4859779	47.0969580	Roseggerhof	http://www.der-roseggerhof.at
1000000179829481	15.4774572	47.0945560	Häuserl im Wald	
1000000179860441	15.4698653	47.0665153	Sorger	
1000000183961248	15.5026576	47.1136985	Gruberwirt	www.gruberwirt.at
1000000183961423	15.4950770	47.1239916	Sternwirt	
1000000184682947	15.4271572	47.1076368	Zum Heimkehrer	
1000000184758433	15.4233075	47.0971683	Gasthof Pfleger	http://gasthof-pfleger.at
1000000185046133	15.4739549	47.1203888	Buschenschank Pölzer	
1000000185046134	15.4764298	47.1195356	Gasthof Meinhard	
1000000194614059	15.4633588	47.1088974	Buschenschank Erart	
1000000199148362	15.3881605	47.0585751	Al Forno	http://pizzeria-alforno-graz.at/
1000000199339595	15.3851475	47.0587471	Große Mauer	
1000000201740828	15.4057279	47.1127496	aiola im Schloss	
1000000201920364	15.4394596	47.0717256	Restaurant Dionysos	
1000000202348329	15.4352969	47.0738432	Midori	
1000000202366142	15.4234793	47.0687221	Cafe Melody	
1000000202366143	15.4237479	47.0696296	Internet Cafe	
1000000202527242	15.4502026	47.0759201	Posaune	
1000000203211110	15.4281224	47.0758075	Shun Feng	
1000000203777939	15.4117278	47.0408095	Cafe New York	
1000000203922132	15.4427022	47.0685241	Operncafe	http://www.operncafe.at/
1000000204247331	15.4286113	47.0719373	Osaka	
1000000206413801	15.4044121	47.0523013	Hollywood Music Pub	
1000000206413802	15.3935634	47.0507352	Hotel-Restaurant Lindenwirt	
1000000212408943	15.4077730	47.0536018	Pizza Presto	
1000000217453601	15.3993847	47.0626638	Cafe Rosso	
1000000218271962	15.4149793	47.0443811	Clock-Tower	
1000000220842088	15.4095067	47.0728918	Brauhaus Graz-Eggenberg	http://www.brauhaus-graz.at/
1000000230057948	15.4268129	47.1037351	Chili	
1000000232041412	15.4220307	47.1033836	Don Camillo	
1000000236013013	15.4226900	47.0503551	Cafe Morgans	
1000000236013023	15.4217575	47.0498699	Pizza Bella	http://www.pizza-bella.at
1000000237011445	15.4009118	47.0408113	Bauernwirt	
1000000238994588	15.4420282	47.0316887	greenrooms Graz	
1000000241282336	15.4006896	47.0386250	Neuer Stern	
1000000241431642	15.4010529	47.0402508	Neu-Hart	
1000000242254858	15.4005027	47.0228372	Zur alten Schmiede	
1000000242493812	15.4391258	47.0399092	AMERICAN ROADHOUSE	http://www.americanroadhouse.at/
1000000286028300	15.4311878	47.0742605	Cáfe Bar	
1000000286042008	15.4313537	47.0745259	Cafe Eis Palermo	
1000000293906131	15.4363370	47.0716053	Ristorante Paradiso	
1000000308001317	15.4453509	47.0805660	Kaffeehäferl	
1000000373217850	15.4173730	47.0718390	Don Camillo	
1000000373217853	15.4175307	47.0723311	Lavazza	
1000000373217869	15.4172581	47.0722517	Sushi Yan	
1000000406562310	15.4849784	47.0362770	Ess:Bar CenterOst	
1000000430446890	15.4353612	47.0736992	Villa D’oro	http://villadoro.at/
1000000435208754	15.4412300	47.0766401	Eichkatzl-Stubn	
2000000002203534	15.3852874	47.1097180	Gasthof Schmiedwirt	www.gasthof-pachler.at
